@id	@lat	@lon	name	historic	tourism	artwork
4751492691	41.1582630	22.5006786	Споменик на слободата	monument		
4757336509	41.9986179	21.4168790	Hotel Elite Plaza		hotel	
4771599070	41.1176909	20.8213829	Guest House Hristiva		guest_house	
4790085625	41.0128310	20.8087590	Apartmani Basoski		guest_house	
4799949221	42.0026457	21.3630234	Колективен Објект за Димување - Зградс		guest_house	
4827120284	42.0373314	21.3855155			picnic_site	
4827902821	42.0117796	21.4452420	Alba Hotel		hotel	
4836883321	42.0004589	21.4150646	Skopje Home Apartment		hotel	
4851916270	41.5555249	20.5420183			viewpoint	
4866361421	41.9409362	21.3835348			camp_site	
4880940323	41.0779896	20.8263943			viewpoint	
4895300521	42.0048505	21.4368762		monument		
4906710802	41.1143441	20.8014261	Ohrid City Center		apartment	
4907386415	41.3738524	21.5025867	Борецот	monument		
4907494222	41.3983937	21.5642947		monument		
4907621922	41.9730410	22.7799224	Твив арт		artwork	
4913493083	41.9597723	21.2963614			information	
4913493416	41.9911246	21.4219417	The Comfy Hostel 2		hostel	
4913622009	40.9382752	20.8299091			information	
4913622015	41.7430936	20.6763098		wayside_shrine		
4919812121	41.9788535	21.4327520	Antigona Apartments		guest_house	
4931101174	41.1089237	20.8058802	Тино		hotel	
4931101175	41.1124226	20.7953559	Националната работилница за рачна изработка на хартија “Св.Климент Охридски”		attraction	
4945492121	41.9633464	21.4405542	ЈОВИЦА РЕЗИДЕНЦИЈА		viewpoint	
4948953621	41.1257626	20.6409894			caravan_site	
4959033521	42.0231523	20.7857053	Долна Лешница		attraction	
4966569722	41.1220279	20.7708293	Scout Camp		camp_site	
4972835907	41.1736526	20.6783749	Сергеј Есенин	monument		
4972836074	41.1735946	20.6783982	Славко Јаневски		artwork	
4988114322	41.9901898	21.4191111	DOMOT NA ALEKSANDAR I IGOR IVANOVI		viewpoint	
4990143932	42.1001610	21.4618917	Vila Kum		chalet	
5010846621	42.0007057	21.4365749			attraction	
5012337605	41.9749678	21.4089264			information	
5014936986	41.9676137	21.3860601			viewpoint	
5014936987	41.9678660	21.3862492			viewpoint	
5017098790	41.9999285	21.4328350			viewpoint	
5020280618	41.9497940	21.2913915			viewpoint	
5022258023	42.0428397	21.4110404			artwork	
5024215571	41.8096384	21.4469280	Вила Принц		hotel	
5043409021	41.9492441	21.3002034			picnic_site	
5052792272	41.1651428	20.5862218			viewpoint	
5053414207	41.0357405	20.8164778			viewpoint	
5054190444	41.9546775	21.2969900			information	
5055432425	42.0769461	22.1823517	Емин-бегова кула	monument	attraction	
5055432426	42.0768838	22.1826261	Крстева кула	monument		
5055444424	41.1949939	22.6878453	Споменик „Солунски фронт“ од I светска војна	monument		
5055444426	42.0768628	22.1822635	Хаџикостова кула	monument		
5055455123	42.0792053	22.1818109	Саат-кула	monument		
5055455125	42.0788289	22.1809805	Златковичева кула	monument		
5055455126	42.0786957	22.1794714	Симиќева кула	monument		
5062407921	41.4886578	22.0891251	Хаусе Ла Страда		guest_house	
5063891421	41.3436497	21.2566630			viewpoint	
5073672548	41.4415393	21.9977886	Уни Палас 2		hotel	
5078898526	41.1114873	20.7939245	Каневче		guest_house	
5081900322	41.1122201	20.7949101	"Вила ""Света Софија"""		hostel	
5098505521	41.4409796	22.6796979	Струмица-Кристал-64	monument		
5110937025	41.9930093	21.4295391	Hotel Elsa		hotel	
5115436809	41.1142035	20.7958058	Григор Прличев	tomb		
5119976421	41.7800877	21.7567588			picnic_site	
5119985621	41.7711812	21.7593344			picnic_site	
5124384921	41.3803910	21.7429871			picnic_site	
5145041321	41.1153353	20.7887265			viewpoint	
5176232883	41.9926997	21.4199449	Queen’s Hotel		hotel	
5253858494	41.3384543	22.9275511	Тумба / Τούμπα	boundary_stone		
5284063621	41.9855516	21.4382328	Flatiron apartment		apartment	
5292123322	41.9805568	21.4395882	53		viewpoint	
5292123323	41.9982669	21.4010749	Прашка 24а тука некаде		viewpoint	
5292123324	41.9838309	21.4412340	"Жил Верн 11, 11а, 11б"		viewpoint	
5292123326	42.0012377	21.3986567	Havanska 4		viewpoint	
5292123327	41.9767479	21.4442957	Сава Ковачевиќ 47 т		viewpoint	
5292123328	41.9766573	21.4448034	Сава Ковачевиќ 47 ц		viewpoint	
5292123329	41.9884165	21.4176856	Мајка Тереза 60		viewpoint	
5292123330	42.0007158	21.4875986	Анри Барбис 13		viewpoint	
5292123331	41.9821970	21.4276466	Кратовска 18		viewpoint	
5292123333	41.9939383	21.4049623	Стогово 17б		viewpoint	
5292130822	42.0037361	21.4453566	Челопек 76		viewpoint	
5292130825	41.9822809	21.4280215	Kratovska 15		viewpoint	
5292130826	41.9973080	21.4964989	Blagoja Stefkovski 27		viewpoint	
5292130827	41.9886020	21.4360252	11 Oktomvri 46		viewpoint	
5292130831	41.9854097	21.4320224	Tome Arsovski 6		viewpoint	
5292130832	41.9893676	21.4278442	50 divizija 39 stan 17		viewpoint	
5292130833	41.9789896	21.4493623	Narodni heroi 18		viewpoint	
5292130835	41.9849180	21.4232580	Христо Чернопеев 9		viewpoint	
5292130838	41.9791819	21.4316520	Рилски конгрес 100		viewpoint	
5292130841	42.0007768	21.3975936	Варшавска 15		viewpoint	
5292130842	42.0007949	21.3975403	Варшавска 15а		viewpoint	
5292130845	41.9899211	21.4369843	Јосиф Јосифовски Свештарот 39		viewpoint	
5292130846	41.9901377	21.4370828	Јосиф Јосифовски Свештарот 38		viewpoint	
5292130850	42.0001963	21.3871218	Будимпештанска 14		viewpoint	
5292130921	41.9835067	21.4582162	Vasko Karangeleski 17		viewpoint	
5292130922	41.9815782	21.4212136	Тодор Александров 85		viewpoint	
5292130923	41.9805073	21.4406935	Todor Panica 7		viewpoint	
5292130925	42.0289050	21.3816090	Ruska rezidencija		viewpoint	
5292130926	42.0288099	21.3790230	Ulica 6 br 52		viewpoint	
5292130927	41.9834597	21.4191368	Todor Aleksandrov 77		viewpoint	
5292130930	41.9961233	21.4020147	Teodosij Gologanov 63		viewpoint	
5292130931	41.9965472	21.3940285	Настел		viewpoint	
5292130932	41.9756138	21.4740568	Gavril Konstantinovik 32a		viewpoint	
5292130936	41.9970637	21.3927793	Jurij Gagarin 65a		viewpoint	
5292130939	41.9855528	21.4320729	Tome Arsovski 9		viewpoint	
5292130940	41.9922852	21.4044155	Крчин 11б		viewpoint	
5292130941	41.9834995	21.4266709	Рилски конгрес 28		viewpoint	
5292131421	41.9948690	21.4132150	Teodosij Gologanov 69		viewpoint	
5292131422	41.9935889	21.4004663	Strezovo 2		viewpoint	
5292131423	41.9880922	21.4125895	Питу Гули 31		viewpoint	
5292131721	41.9839599	21.4330518	Томе Арсовски 26		viewpoint	
5293561324	41.9878409	21.4328268			apartment	
5293587921	41.9854412	21.4320007	시티 호스텔		hostel	
5302584221	42.0096651	21.3426765			apartment	
5302584222	42.0031284	21.3689420			apartment	
5302584321	41.9962403	21.3912278			apartment	
5302584322	42.0032997	21.4079567			apartment	
5302584323	41.9828113	21.4583793			apartment	
5302584324	41.9995810	21.3954020			apartment	
5302584325	41.9995945	21.3955956			apartment	
5302584421	42.0006951	21.3873649			apartment	
5302584422	42.0018086	21.4268894			apartment	
5308964579	41.9765397	22.8213367		wayside_cross		
5309009438	41.9668775	22.7593787			picnic_site	
5309009439	41.9667980	22.7589236			picnic_site	
5309009440	41.9663550	22.7587241			picnic_site	
5311987845	41.9815503	21.4238214			apartment	
5311987846	41.9813822	21.4237038			apartment	
5311987847	41.9814958	21.4236367			apartment	
5311987848	41.9789669	21.4339485			apartment	
5311987849	41.9789344	21.4341988			apartment	
5311987850	41.9845629	21.4258992			apartment	
5312044224	41.9814383	21.4234477			apartment	
5312045323	41.9839619	21.4190821			apartment	
5317046221	42.0016302	21.4377812			viewpoint	
5317046322	42.0229063	21.4188415		memorial		
5320063221	41.1142097	20.7934484		memorial		
5324070425	42.0017162	21.4213151	Staute		artwork	
5327471601	41.0067740	21.3415263	Св. Троица	yes	attraction	
5327697321	41.9829943	21.4218209			apartment	
5342962623	41.9827250	21.4352729			apartment	
5343005622	41.9879551	21.4359911			apartment	
5343005623	42.0017486	21.4231171			apartment	
5343005624	42.0016130	21.4230058			apartment	
5343005625	42.0018754	21.4232298			apartment	
5345636487	42.0053056	21.4223506	Школка		artwork	
5359487099	41.1694060	20.8371270	Дувало		attraction	
5387110181	41.8771924	20.5943749	Шерупа / Sherupa / Maja Ksulje e Priftit		attraction	
5392547422	42.0109120	21.3796723	Дамчевски		artwork	
5405804948	41.0881175	20.8227937	Свети Тројца Архиереи		attraction	
5407061323	42.1323055	21.3328936	Вила Блаце		guest_house	
5411396821	41.8103057	21.4427131	Вила Принц		hotel	
5468147727	41.9754964	21.4433674			apartment	
5468154521	41.9811423	21.4214160			apartment	
5477162222	41.9863709	21.4199709			apartment	
5477162223	41.9879545	21.4354524			apartment	
5477597717	41.1193070	20.8054883	Bitrak Guest House		guest_house	
5503460521	41.9943791	21.4184710			artwork	
5528973221	42.1372270	21.7043546	adrsscreen home		apartment	
5541143272	41.8845661	22.5039935	Теракота	memorial		
5544437000	41.1408672	22.5124945	Magnolia Apartment		apartment	
5549667531	41.9890144	21.4421007	Guest House Station		hostel	
5549672423	41.9891739	21.4432433	Valentin 2		hostel	
5549855914	41.9890951	21.4284265	Sir Oliver Apartments		guest_house	
5551392390	41.1745272	20.6778868	Никола Кукунешоски - Дунѓерски	memorial		
5551392391	41.1747311	20.6779485	Крсте Јовановски	memorial		
5551392392	41.1749451	20.6779833	Димче Кошаркоски	memorial		
5551410938	41.1756537	20.6782194	Боро Шаин	memorial		
5551410939	41.1755185	20.6781791	Јово Стефановски - Риле	memorial		
5551410940	41.1753893	20.6781416	Разме Малески	memorial		
5551410941	41.1752843	20.6781067	Петре Гончески - Гиле	memorial		
5592326662	41.1119258	20.8110564	Вила Лука		guest_house	
5596272451	41.0592400	20.8033957	Св. Благовештение	wayside_shrine		
5599976522	40.9228096	20.7763282	Bunker		attraction	
5600348022	40.9612302	20.7827389	Villa Filip		guest_house	
5601749212	41.9390026	21.6199181	Mirror		hotel	
5601865129	40.9855629	20.7985087			viewpoint	
5601865132	41.0760694	20.8035432	Hotel & Spa Tino Sveti Stefan		hotel	
5601885724	40.9884402	20.7999203			viewpoint	
5601885725	41.0000561	20.8036513		memorial		
5601885730	41.1070136	20.8152723	Hotel International		hotel	
5602501222	41.1131632	20.7970662	Villa Lara		apartment	
5602643521	41.1134088	20.7959339	Villa Marto		apartment	
5613607022	42.0713334	21.4535986			picnic_site	
5639083723	41.6965473	20.7993456	Вила Лазарески		apartment	
5642316888	41.1846147	22.7193183	Вила Оаза		guest_house	
5646412521	41.1138784	20.7980753	Airbnb		apartment	
5659613224	41.1073783	20.8081499	Hotel Villa Jordan		hotel	
5670080623	41.1512525	20.6512326	Camping Lakeside		camp_site	
5677871221	41.1640337	20.7515086	Vila SeVa		apartment	
5699016423	41.0240503	21.0506131	Eтнолошки музеј		museum	
5703409131	41.1173197	20.8138456	Villa Ohrid Anastasia		guest_house	
5711419372	41.9963577	21.4323793	Гоце Делчев	memorial	artwork	
5720872861	41.0512676	20.8133284	Old Village Ruins		attraction	
5722266446	42.1003011	21.9665342	Konjuh	archaeological_site		
5724919828	42.0949995	21.9658672	Rotonda Konjuh	ruins		
5724929432	42.0995746	21.9606298	Bosko Chapel	wayside_shrine		
5725072268	41.7376603	22.1863555		archaeological_site		
5725139643	41.7995125	22.2898290	Bargala	archaeological_site		
5727993473	41.1059047	20.8088539	Апартман Николина		apartment	
5728312945	41.3825161	22.7542141	Roman Bathhouse	archaeological_site	attraction	
5729150992	41.3826711	22.7536848		ruins		
5729742420	41.7779241	22.8625358		archaeological_site		
5729916159	41.8484714	22.4180157		archaeological_site		
5737081424	42.0077686	21.3615534			apartment	
5737081425	41.9831613	21.4173147			apartment	
5737081426	41.9908666	21.4130463			apartment	
5737081427	41.9968911	21.4232697			apartment	
5737081428	41.9867100	21.4354898			apartment	
5737088823	42.0016202	21.4264739			apartment	
5737088824	41.9972144	21.4178397			apartment	
5737088825	41.9794174	21.4401956			apartment	
5737088826	41.9830954	21.4278573			apartment	
5737088827	42.0022736	21.3858597			apartment	
5737088828	41.9922135	21.4371387			apartment	
5737088829	42.0007327	21.3834833			apartment	
5737088830	41.9916195	21.4077759			apartment	
5737088831	41.9865562	21.4211617			apartment	
5737088832	41.9789962	21.4621362			apartment	
5737088833	41.9866318	21.4355356			apartment	
5737088834	41.9843542	21.4345016			apartment	
5737088835	41.9854542	21.4382952	Apartman Fandikaro		apartment	
5737088838	42.0097290	21.3367467			apartment	
5737088839	41.9983894	21.4199163			apartment	
5737088840	41.9877769	21.4177838			apartment	
5737088841	41.9877169	21.4178989			apartment	
5737088842	41.9852533	21.4170863			apartment	
5737088843	41.9924516	21.3984041			apartment	
5737088844	41.9921940	21.3982663			apartment	
5737128321	41.9839871	21.4223164			apartment	
5737128322	41.9843095	21.4204736			apartment	
5737128323	41.9972821	21.4181373			apartment	
5737128324	41.9786410	21.4302721			apartment	
5737128325	41.9973212	21.4263450			apartment	
5737128328	41.9959995	21.4228566			apartment	
5737128329	41.9898074	21.4145008			apartment	
5737128330	42.0007220	21.3809923			apartment	
5737128331	41.9813908	21.4280542			apartment	
5737128421	41.9844223	21.4214103	Салвадор Аљенде		apartment	
5737128422	42.0036573	21.4173455			apartment	
5737128423	41.9928760	21.4074895			apartment	
5737128424	41.9927723	21.4073751			apartment	
5737128426	42.0017067	21.4169379			apartment	
5737128521	41.9844403	21.4204735			apartment	
5737128522	42.0011644	21.4274394			apartment	
5737128523	41.9741510	21.4593931			apartment	
5737128524	42.0007412	21.3833522			apartment	
5737128526	41.9928317	21.4074333			apartment	
5737128528	41.9919796	21.4044669			apartment	
5737128529	42.0004493	21.3814090			apartment	
5737128530	41.9862409	21.4550763			apartment	
5737128532	42.0061832	21.4636040			apartment	
5737128533	41.9913288	21.4201565			apartment	
5737128534	42.0139462	21.3893056			apartment	
5737128535	41.9871014	21.4220436			apartment	
5747737255	41.7619210	22.8867882	Хотел Гогов		hotel	
5747845473	41.7308262	22.9337044	Спиковски Водопади		information	
5747845483	41.7317600	22.9331292	Спиковски водопад 1		attraction	
5747845517	41.7301995	22.9080976	Равна Река		information	
5747857129	41.7300975	22.9355528	Дивине		guest_house	
5747974911	41.7335161	22.9695786	Равна Река		picnic_site	
5747974915	41.7328747	22.9572589	Чодосова колиба		guest_house	
5747987427	41.6570076	22.9692869	Клепало		motel	
5749502343	41.7273576	22.9874666	Скокото		information	
5761128521	41.0830455	21.0306352	Св.Петар и Павле манастирче		viewpoint	
5762131112	41.1124000	20.7946683	Jovanovic Guest House		guest_house	
5770706406	41.1128406	20.8139580	Villa Emilija		guest_house	
5775648352	42.0009974	21.4380625	Хотел Ален		hotel	
5777278053	41.9932513	21.4312507			apartment	
5798854628	41.5211794	20.9184138	House of art		hotel	
5798916925	41.6617370	20.7322253	Кај професорот Цветковић		guest_house	
5803180753	41.3951393	22.9421110			picnic_site	
5810247764	41.7093532	20.6878850	Trnica		camp_site	
5812672954	42.0169571	21.4434502	Doma	monument		
5826726988	41.3902439	22.0397581	Mokliste Comfort		motel	
5833918548	41.5939237	20.6527230	Museum of Galichnik's cultural heritage		museum	
5833924636	41.6487053	20.7365028	Lodge Hotel		hotel	
5834873232	41.1795390	20.6790775	Hotel Arti		hotel	
5837780717	41.0900379	20.7990804	Hotel Park		hotel	
5840003675	41.9812959	21.4290454	Sirma's House		hostel	
5840135787	41.9871000	21.4157585			apartment	
5840135788	41.9936703	21.4326496			apartment	
5840135789	41.9876067	21.4150361			apartment	
5840135791	41.9963029	21.3722626			apartment	
5840135792	41.9988899	21.4129293			apartment	
5840155586	41.9902675	21.4077576			apartment	
5840164385	41.9938345	21.4324557			apartment	
5840164386	41.9960649	21.3724883			apartment	
5840164387	41.9965538	21.3723879			apartment	
5840164485	41.9952645	21.4151280	Vlez levo od Vasov elektrika		apartment	
5840164486	41.9965327	21.3726070			apartment	
5840164585	41.9766702	21.4455905			apartment	
5840164685	41.9877298	21.4154637			apartment	
5840164885	41.9969034	21.3942376			apartment	
5840219785	41.1170005	20.8088839	Hostel Veronika		hotel	
5841251786	41.1137277	20.7977018	Bochar Hostel		hostel	
5841674945	41.9963717	21.4339472		memorial		
5841696906	41.9644715	21.3938254			viewpoint	
5841696928	41.9645022	21.3897273			viewpoint	
5841719695	42.0019447	21.4325188			information	
5841719696	42.0011065	21.4344426		memorial		
5842420485	41.9811783	21.4310362			apartment	
5846663486	41.0239386	20.8255665		memorial		
5849887490	41.6805838	21.2545453			hotel	
5852589385	41.0028068	20.8190141			information	
5860553485	41.9977486	21.4288500	3M Apartment Skopje Center		apartment	
5885148053	42.0818570	21.9862604	Cocev kamen		viewpoint	
5885148073	42.0991638	21.9628930			viewpoint	
5885148074	42.0992852	21.9626570			viewpoint	
5890717254	41.1074189	20.8079165	Смакоски		guest_house	
5890717255	41.1074146	20.8073612	Villa Denarius		hotel	
5890928715	41.1082348	20.8064785	Жика		guest_house	
5894704386	41.1140787	20.7879517			viewpoint	
5901740885	41.9952759	21.4319995	Спомен плоча на Мајка Тереза	memorial		
5911266884	41.0737427	20.8042065	Хотел Манастир Свети Стефан		hotel	
5926438456	41.1057278	20.8078335	Ард ден Долард	memorial		
5928373685	41.9789952	21.4356677			apartment	
5928373687	41.9941008	21.4089465			apartment	
5928373688	41.9807505	21.4397595			apartment	
5928373785	41.9748952	21.4452300			apartment	
5928373885	41.9867996	21.4186703			apartment	
5928373985	41.9902143	21.4352151			apartment	
5931045507	41.1464743	22.5047279	Jana Apartments		guest_house	
5931049834	41.1357078	22.4908565	Вила Катерина		guest_house	
5931104187	41.1789398	20.6781683	Jovanoski Apartments		guest_house	
5931115449	41.1086730	20.8092556	Дудан		guest_house	
5932385185	41.9586194	21.4421896	Residence		apartment	
5932385385	41.9586160	21.4422187	Резиденцијата Главинов	castle		
5941280864	41.7300302	22.9796268	Дебел Рид		information	
5942625785	41.9934187	21.4350928			information	
5943764064	41.9879213	21.4267333			apartment	
5956378985	41.2398107	20.5918507			information	
5957861786	41.1746819	20.6721254	Marko apartments		apartment	
5958940485	41.3676364	21.2486406	Paragliding Info Center		information	
5958940486	41.3673677	21.2544855			viewpoint	
5964767388	41.9512946	21.2993039			attraction	
5969362185	41.9735902	21.4582502	Мако и Ања		guest_house	
5996037201	41.1513926	20.6512019	Camping Lakeside		camp_site	
6040732548	41.9991110	21.4159229	Nordic Hostel		hostel	
6040732549	42.1035675	22.0527650			picnic_site	
6040732550	42.0776412	22.1806857	Хотел Кратис		hotel	
6054035627	41.9953188	21.4274744		memorial		
6054036213	41.9996011	21.4195079		memorial		
6054048485	41.9957136	21.4306041	Методија Андонов - Ченто	memorial		
6054048488	41.9954634	21.4268586			artwork	
6054048490	41.9973220	21.4250636			guest_house	
6054048494	41.9950349	21.4293515	Споменик на Христо Узунов		artwork	
6054048702	42.0006468	21.4376377	AEN		information	
6054048703	42.0010641	21.4379326			hotel	
6054049794	42.0022254	21.4374547			hotel	
6054049798	42.0072121	21.3655391		memorial		
6054049805	41.9959384	21.4331831		memorial		
6102488862	41.9941112	21.4340211	Градот убав		artwork	
6103499861	41.0848087	20.8275831	Sunset Velestovo		apartment	
6136130985	41.9974433	20.9681527	terminal mitnitsa tetovo	monument		
6136130988	41.9885405	21.2926787	patarina-160	monument		
6149939686	42.0021215	21.3957177			apartment	
6149953886	41.9960510	21.4176227			apartment	
6149953887	41.9961881	21.4175564			apartment	
6149953888	41.9962794	21.4175172			apartment	
6149962086	42.0026812	21.3767580			apartment	
6149962087	42.0027532	21.3765345			apartment	
6149962088	42.0028222	21.3763016			apartment	
6149962089	42.0032862	21.3745152			apartment	
6149962090	41.9766580	21.4401746			apartment	
6149967185	41.9988613	21.4036933			apartment	
6149967186	42.0001793	21.4240378			apartment	
6149967187	41.9771881	21.4374616			apartment	
6149967285	41.9838821	21.4316466			apartment	
6149967286	41.9940784	21.3998921			apartment	
6149967287	42.0002869	21.4240952			apartment	
6149967288	41.9958034	21.4176937			apartment	
6149967289	41.9975132	21.4286828			apartment	
6245206186	41.9906526	21.4327517			apartment	
